EVTOPTA211474;Well at least we got a few updated maps out of it.;;;;;;;;;;;;;
EVTOPTA211487;Traitors I say, traitors.;;;;;;;;;;;;;
EVTOPTA211486;End the war.;;;;;;;;;;;;;
EVTOPTA211482;Who do they think they are?;;;;;;;;;;;;;
EVTOPTA211480;We'll try again. §RGain 0.5 infamy§!;;;;;;;;;;;;;
EVTOPTA211800;A worthy investment;;;;;;;;;;;;;
EVTOPTA211801;All right, but only train them for the more menial tasks;;;;;;;;;;;;;
EVTOPTA211476;Finance the conversion into orchards.;;;;;;;;;;;;;
EVTOPTA211509;A great painter.;;;;;;;;;;;;;
EVTOPTA211600;The 'Dagbladzegel' is abolished;;;;;;;;;;;;;
EVTOPTA111025;Let's hope this brings peace and stability to our nation.;;;;;;;;;;;;;
EVTOPTA4206976;Interesting concept, but it is our government who should dominate!;;;;;;;;;;;;;
EVTOPTA4206987;Refuse to grant any reforms.;;;;;;;;;;;;;
EVTOPTA2425353;That could come in handy;;;;;;;;;;;;;
EVTOPTA89755432;That could come in handy;;;;;;;;;;;;;
EVTOPTA18482312;Fully fund reconstruction efforts. §R(Pay or owe 35,000¤)§W;;;;;;;;;;;;;
EVTOPTA190307;Perhaps he should fear us more?;;;;;;;;;;;;;
EVTOPTA1142;That could come in handy;;;;;;;;;;;;;
EVTOPTA91600;I will use them wisely;;;;;;;;;;;;;
EVTOPTA91601;Great!;;;;;;;;;;;;;
EVTOPTA91700;Reactionary;;;;;;;;;;;;;
EVTOPTA91708;Too bad.;;;;;;;;;;;;;
EVTOPTA91709;OK.;;;;;;;;;;;;;
EVTOPTA91001;Got it.;;;;;;;;;;;;;
EVTOPTA91002;Got it.;;;;;;;;;;;;;
EVTOPTA91003;Got it.;;;;;;;;;;;;;
EVTOPTA91004;Got it.;;;;;;;;;;;;;
EVTOPTA91005;Got it.;;;;;;;;;;;;;
EVTOPTA91006;Got it.;;;;;;;;;;;;;
EVTOPTA91007;Got it.;;;;;;;;;;;;;
EVTOPTA91008;Got it.;;;;;;;;;;;;;
EVTOPTA91009;Got it.;;;;;;;;;;;;;
EVTOPTA91302;Great!;;;;;;;;;;;;;
EVTOPTA91308;Ok.;;;;;;;;;;;;;
EVTOPTA31509;We will restore order!;;;;;;;;;;;;;
EVTOPTA32512;Suppress them immediately.;;;;;;;;;;;;;
EVTOPTA90810;Play as Beiyang China;;;;;;;;;;;;;
EVTOPTA90811;China is ours!;;;;;;;;;;;;;
EVTOPTA90812;China will be ours!;;;;;;;;;;;;;
EVTOPTA90813;Nanking will make a fine base of power.;;;;;;;;;;;;;
EVTOPTA90814;China is ours!;;;;;;;;;;;;;
EVTOPTA90815;We surrender.;;;;;;;;;;;;;
EVTOPTA31201;Serbia stronk!;;;;;;;;;;;;;
EVTOPTA31202;Onwards to Constantinople!;;;;;;;;;;;;;
EVTOPTA31203;Onwards to Constantinople!;;;;;;;;;;;;;
EVTOPTAcommonarmy;A small price to pay.;;;;;;;;;;;;;
EVTOPTA31514;Deutschland über alles!;;;;;;;;;;;;;
EVTOPTAsetgovernment;OK;;;;;;;;;;;;;
EVTOPTAtechnologyflag;OK;;;;;;;;;;;;;
EVTOPTA90820;Just say no.;;;;;;;;;;;;;
EVTOPTA90821;Just say no.;;;;;;;;;;;;;
EVTOPTA90822;They will not complain if they know what's good for them.;;;;;;;;;;;;;
EVTOPTA90823;Disappointing.;;;;;;;;;;;;;
EVTOPTA90824;Force them to lift the ban and make them pay for the shipments they have destroyed.;;;;;;;;;;;;;
EVTOPTA31103;We will grant them their independence in exchange for Syria and Palestine.;;;;;;;;;;;;;
EVTOPTA31104;We will sue for peace.;;;;;;;;;;;;;
EVTOPTA31105;Excellent.;;;;;;;;;;;;;
EVTOPTA31106;Now we will make them give up their claims to Egypt as well!;;;;;;;;;;;;;
EVTOPTA7790011;We shall recognize the British claims.;;;;;;;;;;;;;
EVTOPTA2037107;But since only hosts can change the saves you should probably find a new one;;;;;;;;;;;;;
EVTOPTA44360;We are a free country!;;;;;;;;;;;;;
EVTOPTA44361;He will do nicely.;;;;;;;;;;;;;
EVTOPTA44362;Let the situation develop.;;;;;;;;;;;;;
EVTOPTA44363;Our hands are tied. Outfit the expedition!;;;;;;;;;;;;;
EVTOPTA44364;We have no time for this. Let them be independent.;;;;;;;;;;;;;
EVTOPTA44365;Remerciez, Madame Forget.;;;;;;;;;;;;;
EVTOPTA44366;50.6 percent!;;;;;;;;;;;;;
EVTOPTA44367;The Confederation must remain united!;;;;;;;;;;;;;
EVTOPTA44368;This does not bode well.;;;;;;;;;;;;;
EVTOPTA203770;Profit, ho!;;;;;;;;;;;;;
EVTOPTA203800;U... UNATCO?;;;;;;;;;;;;;
EVTOPTA203801;Why contain it?;;;;;;;;;;;;;
EVTOPTA203802;We will be crowned its kings.;;;;;;;;;;;;;
EVTOPTA203771;The world moves on.;;;;;;;;;;;;;
EVTOPTA203700;If this is how it is, I will retire.;;;;;;;;;;;;;
EVTOPTA203701;From this date, slavery is declared abolished in Brazil.;;;;;;;;;;;;;
EVTOPTA203702;Today you are with the government. Tomorrow you will be the government.;;;;;;;;;;;;;
EVTOPTA203775;Keep an eye on them. Do you have the latest stock ticker?;;;;;;;;;;;;;
EVTOPTA203776;Let the fascists play at politics a while.;;;;;;;;;;;;;
EVTOPTA203777;I have to admit that their slogans are appealing.;;;;;;;;;;;;;
EVTOPTA203805;FOR DENMARK!;;;;;;;;;;;;;
EVTOPTA66689;Turn Lucky Nations On.;;;;;;;;;;;;;
EVTOPTA188112;Let the landing commence!;;;;;;;;;;;;;
EVTOPTA188113;We will crush the Circassians!;;;;;;;;;;;;;
EVTOPTA188114;Let the Circassians know who is boss.;;;;;;;;;;;;;
EVTOPTA188115;Let us fight back!;;;;;;;;;;;;;
EVTOPTA188116;They will pay for this!;;;;;;;;;;;;;
EVTOPTA188117;An unfortunate event, to be sure.;;;;;;;;;;;;;
EVTOPTA188118;They will pay in time.;;;;;;;;;;;;;
EVTOPTA188119;This has gone on too long. Send in the troops!;;;;;;;;;;;;;
EVTOPTA188120;We will not stand this insolence!;;;;;;;;;;;;;
EVTOPTA188121;A great day for Russians everywhere!;;;;;;;;;;;;;
EVTOPTA188122;We have fought for a hundred years. Let them suffer.;;;;;;;;;;;;;
EVTOPTA188123;Let him live free, but keep an eye on him.;;;;;;;;;;;;;
EVTOPTA188124;Victory is ours!;;;;;;;;;;;;;
EVTOPTA187000;\n\nLet them charge against Dixie steel!;;;;;;;;;;;;;
EVTOPTA189000;Liberty has been stolen from our country.;;;;;;;;;;;;;
EVTOPTA188100;We are not faced with the lesser of two weevils, that is for sure.;;;;;;;;;;;;;
EVTOPTA187750;No man could have prepared for this disaster.;;;;;;;;;;;;;
EVTOPTA187770;We should have prepared better for this! What happened to those levees?;;;;;;;;;;;;;
EVTOPTA187774;...the levees weren't strong enough.;;;;;;;;;;;;;
EVTOPTA187778;I don't think we could have done anything to stop this.;;;;;;;;;;;;;
EVTOPTA187760;What kind of twisted madman would do this?;;;;;;;;;;;;;
EVTOPTA187740;This man helped make our nation, and he will be missed.;;;;;;;;;;;;;
EVTOPTA187730;We cannot afford to have soldiers put down these riots. Let them end themselves.;;;;;;;;;;;;;
EVTOPTA187720;Force the dam owners to pay reparations to any survivors.;;;;;;;;;;;;;
EVTOPTA187710;How could such horror occur in our country?;;;;;;;;;;;;;
EVTOPTA187700;Let all Americans celebrate our nation's centennial!;;;;;;;;;;;;;
EVTOPTA187690;These clubs will help the sorry state of our army, and win us prestige.;;;;;;;;;;;;;
EVTOPTA187680;Treat all our own people like family.;;;;;;;;;;;;;
EVTOPTA187670;Let the good times roll!;;;;;;;;;;;;;
EVTOPTA187665;Long live the jewel of the South!;;;;;;;;;;;;;
EVTOPTA187650;Nothing important will come out of this new music.;;;;;;;;;;;;;
EVTOPTA187640;What kind of backwards noise is this?;;;;;;;;;;;;;
EVTOPTA187630;I reckon this just came right on time.;;;;;;;;;;;;;
EVTOPTA187620;There's a sucker born every minute.;;;;;;;;;;;;;
EVTOPTA187610;Raise me up, Elisha!;;;;;;;;;;;;;
EVTOPTA187100;Finally, we can assimilate them into the Confederate nation.;;;;;;;;;;;;;
EVTOPTA186500;Slavery is no more, for the good of our nation! §GLose 4 infamy§W;;;;;;;;;;;;;
EVTOPTA186000;We've moved past our old barbaric ways once and for all. §GLose 1 infamy§W;;;;;;;;;;;;;
EVTOPTA185000;This is an outrage!;;;;;;;;;;;;;
EVTOPTA44304;We mourn his death.;;;;;;;;;;;;;
EVTOPTA44307;We should increase our presence in this area.;;;;;;;;;;;;;
EVTOPTA44308;Our nation is the luckier for having him.;;;;;;;;;;;;;
EVTOPTA90951;Until next time.;;;;;;;;;;;;;
EVTOPTA232000000;Name it after our ruler.;;;;;;;;;;;;;
EVTOPTA200001;Dô jehürt ne Schpitz drop! (Aye);;;;;;;;;;;;;
EVTOPTA200002;Go ahead.;;;;;;;;;;;;;
EVTOPTA200003;Beautiful!;;;;;;;;;;;;;
EVTOPTA200005;Heil dir im Siegerkranz sounds good.;;;;;;;;;;;;;
EVTOPTA188128;Interesting idea.;;;;;;;;;;;;;
EVTOPTA188132;Worrying news.;;;;;;;;;;;;;
EVTOPTA188133;Worrying news.;;;;;;;;;;;;;
EVTOPTA188134;Worrying news.;;;;;;;;;;;;;
EVTOPTA188135;They will regret this!;;;;;;;;;;;;;
EVTOPTA188136;Glory for Poland!;;;;;;;;;;;;;
EVTOPTA188137;This is our chance to restore order in Hungary!;;;;;;;;;;;;;
EVTOPTA188138;Never! To arms!;;;;;;;;;;;;;
EVTOPTA188139;We will restore order!;;;;;;;;;;;;;
EVTOPTA188140;Well done!;;;;;;;;;;;;;
EVTOPTA188141;Come to arms! We are going to win!;;;;;;;;;;;;;
EVTOPTA188142;We need their help?;;;;;;;;;;;;;
EVTOPTA188143;Punish them.;;;;;;;;;;;;;
EVTOPTA188145;Agree to help. §RGain 1 infamy§W;;;;;;;;;;;;;
EVTOPTA131509;A testament to the achievements of the Czech nation!;;;;;;;;;;;;;
EVTOPTA131510;Sanction this split.;;;;;;;;;;;;;
EVTOPTA131511;An independent state for the Jews' Madness!;;;;;;;;;;;;;
EVTOPTA131512;Loyalty to Vienna!;;;;;;;;;;;;;
EVTOPTA146304;Ordem e Progresso!;;;;;;;;;;;;;
EVTOPTA146500;Raise the Fort.;;;;;;;;;;;;;
EVTOPTA188125;Deus Vult!;;;;;;;;;;;;;
EVTOPTA188127;Deus Vult!;;;;;;;;;;;;;
EVTOPTA188126;They will pay for this!;;;;;;;;;;;;;
EVTOPTA555080;Let the world tremble!;;;;;;;;;;;;;
EVTOPTA46625;Long live Emperor Francisco Solano López I!;;;;;;;;;;;;;
EVTOPTA11380024;Ignore them, I know what's best for the country.;;;;;;;;;;;;;
EVTOPTA199073;Tea shouldn't be a monopoly.;;;;;;;;;;;;;
EVTOPTA23401;Yes, it is an excellent opportunity to show our nation's progress. §R(Pay or owe 10,000¤)§W;;;;;;;;;;;;;
EVTOPTA23400;An excellent idea! We accept. §R(Pay or owe 10,000¤)§W;;;;;;;;;;;;;
EVTOPTA11002;...drum up support for war.;;;;;;;;;;;;;
EVTOPTA11001;...liberal nobles.;;;;;;;;;;;;;
EVTOPTA30000;An excellent idea! We accept. §R(Pay or owe 10,000¤)§W;;;;;;;;;;;;;
EVTOPTA961000;These are our rightful lands.;;;;;;;;;;;;;
EVTOPTA14540;The idea is certainly interesting, but it might be expensive. §R(Pay or owe 50,000¤)§W;;;;;;;;;;;;;
EVTOPTA2571;Worrying news.;;;;;;;;;;;;;
EVTOPTA96096;Let $FROMCOUNTRY$ welcome $COUNTRY_ADJ$ rule.;;;;;;;;;;;;;
EVTOPTA12070;Sell it.;;;;;;;;;;;;;
EVTOPTA12170;They shall not have died in vain!;;;;;;;;;;;;;
EVTOPTA21528;We truly are blessed.;;;;;;;;;;;;;
EVTOPTA96098;Vultures!;;;;;;;;;;;;;
EVTOPTA96099;If they want war, they will have war. §RGain 1 infamy§W;;;;;;;;;;;;;
EVTOPTA96097;We have no choice but to submit.;;;;;;;;;;;;;
EVTOPTA11000;Terrible news.;;;;;;;;;;;;;
EVTOPTA199039;The companies know best what to do.;;;;;;;;;;;;;
EVTOPTA60142;Proportional Representation it is.;;;;;;;;;;;;;
EVTOPTA199038;The companies know best what to do.;;;;;;;;;;;;;
EVTOPTA199037;We have a bright future ahead of us.;;;;;;;;;;;;;
EVTOPTA1141;The beginning of the "black gold".;;;;;;;;;;;;;
EVTOPTA199035;This will surely bring us prosperity.;;;;;;;;;;;;;
EVTOPTA46306;Damn liberals.;;;;;;;;;;;;;
EVTOPTA46305;How tragic.;;;;;;;;;;;;;
EVTOPTA22584;Foreign trade should be free.;;;;;;;;;;;;;
EVTOPTA22581;We need to protect the $COUNTRY_ADJ$ economy.;;;;;;;;;;;;;
EVTOPTA810008;Good.;;;;;;;;;;;;;
EVTOPTA810003;We will gladly contribute to fairer commerce. §GLose 2 infamy§W;;;;;;;;;;;;;
EVTOPTA810004;We shall pay our third and nothing more. §R(Pay or owe 100,000¤)§W;;;;;;;;;;;;;
EVTOPTA810005;We will gladly contribute to free trade. §R(Pay or owe 100,000¤)§W;;;;;;;;;;;;;
EVTOPTA810006;We will pay what they owe. §R(Pay or owe 100,000¤)§W;;;;;;;;;;;;;
EVTOPTA810007;They will pay for crossing us.;;;;;;;;;;;;;
EVTOPTA9990016;Let the Company prosper.;;;;;;;;;;;;;
EVTOPTA46800;At last the mystery is solved.;;;;;;;;;;;;;
EVTOPTA21524;We pray that Kashima favor us.;;;;;;;;;;;;;
EVTOPTA60141;The workers have prevailed.;;;;;;;;;;;;;
EVTOPTA160000;Let's see where this is going.;;;;;;;;;;;;;
EVTOPTA19040;Go for it!;;;;;;;;;;;;;
EVTOPTA19041;Excellent!;;;;;;;;;;;;;
EVTOPTA19042;Bah!;;;;;;;;;;;;;
EVTOPTA36914;Hurrah!;;;;;;;;;;;;;
